query_case_id,candidate_case_id,bm25_score
14936,613683,13.4478575880736
14936,538131,13.23343180631914
14936,167270,12.99780509845793
14936,1803215,12.222294842703302
17389,17389,52.968221385631644
17389,1767213,23.41084754461486
17389,619381,20.72024042365813
17389,757339,20.715449338230453
17389,1400849,20.486868068778264
17389,251230,19.71137820552404
17389,360543,18.645826022935697
17389,837190,18.60775360014315
17389,314987,18.052533737020944
17389,1179648,18.010866747231105
18269,18269,43.150140691119105
18269,1065826,13.658087979435525
18269,562455,8.681863766904527
18269,732712,8.57935309911862
18269,93906983,8.57935309911862
18269,1463678,8.542732531713044
18269,34445,8.45742041829809
18269,1540872,8.02199522110838
18269,794955,7.904292513158895
18269,787513,7.799343102422456
21773,21773,54.14613393089388
21773,1714839,24.518570635216065
21773,865455,24.442050312888114
21773,1752601,23.48973445887616
21773,1690233,21.838298780245733
21773,1464523,21.48491296146929
21773,968805,20.24776082016213
21773,39001,20.08022112164655
21773,1166174,18.456607016816424
21773,1987491,18.204660574845672
25576,25576,54.00092829170705
25576,1743548,37.17402259803234
25576,853652,35.247190439994725
25576,1466622,32.86626909125523
25576,701219,31.68576484833587
25576,202872,31.530655817853717
25576,407156,29.854113152410388
25576,1048929,29.35568505109264
25576,473527,27.9448443175256
25576,1129902,27.43164637408068
32468,32468,50.68513670248658
32468,147226972,17.285925880789744
32468,1246820,17.089244131993812
32468,1270113,16.659332782468244
32468,925200,16.2766248079865
32468,188134,15.027908662232912
32468,1797599,14.980962143329856
32468,1699291,14.714168342192163
32468,253852,14.464893653573068
32468,303704,14.367535386372328
34445,34445,47.07980673944268
34445,1272620,27.926882457930546
34445,211332,25.308441671215824
34445,1540872,25.27259773219685
34445,1858510,19.912612126505802
34445,1219198,19.725758778693127
34445,562455,19.715106709604353
34445,982442,19.0363107884693
34445,722980,19.016656572750875
34445,427288,18.614558915513587
34813,34813,58.732893342987964
34813,890137,31.20308343810196
34813,720363,30.460206100342113
34813,284968,29.92313589560389
34813,249252,29.037362910074066
34813,883432,28.26894025624677
34813,886105,27.66578286817965
34813,1298854,27.552052259315648
34813,534034,27.227103983508833
34813,76696826,27.018742932026605
35294,35294,54.59187459191729
35294,1835935,23.872179519811887
35294,1715757,21.387978124740442
35294,901109,20.396859063264802
35294,1476951,18.551289604554068
35294,1039446,18.53497191686316
35294,27168,18.285556121373414
35294,1494202,18.18555321277837
35294,1240145,18.094296035604287
35294,1671314,17.783371382478297
38585,38585,59.40632472126923
38585,160284,31.957719934742013
38585,665168,30.134521775123094
38585,1975005,29.911394596236487
38585,453504,29.73815631807156
38585,1818078,29.36533013428471
38585,425275,29.139097426313363
38585,887203,26.46789480113214
38585,332255,26.314341403579988
38585,1142887,26.225350155146693
40124,40124,45.8478322961493
40124,1780065,14.137425323060356
40124,1851892,14.036924678629894
40124,317653,13.790426948549626
40124,952359,13.498427877055011
40124,1438436,13.141893293874464
40124,1814028,12.489572842769055
40124,1660217,12.487199056964226
40124,483964,12.042195898963502
40124,1807689,11.66876148985759
41217,41217,59.090233674228145
41217,541212,31.086427195207968
41217,1451408,27.22948775894816
41217,1105059,27.069551347570318
41217,1424891,26.709429878025503
41217,1478438,25.692954388622702
41217,299351,18.422429902193613
41217,662808,14.367551910334404
41217,1201809,14.27763434382024
41217,1169906,14.242011213751907
42052,42052,44.68985146409192
42052,1472456,17.413610871751448
42052,566292,16.067931601005043
42052,789425,15.282838747027114
42052,1092479,15.00789180693699
42052,234348,14.18893532740374
42052,713954,13.627187247693046
42052,1640296,13.411452603168266
42052,1945428,12.871556852224009
42052,1871851,12.668944842483153
43023,43023,60.09694461756979
43023,237273,55.30563502091377
43023,456839,31.638599229667577
43023,553290,25.36846336308875
43023,748350,22.082357801504507
43023,1321505,18.483673269240953
43023,982406,17.214607630357847
43023,554839,16.804593317292962
43023,1474986,16.483056953771534
43023,687159,16.457728263466365
47966,47966,56.773026648171346
47966,1129825,32.36272746621625
47966,1116196,31.66743944706087
47966,745697,29.17618767642289
47966,951367,28.634528529608
47966,1683465,26.52488790181037
47966,1723266,26.0804693205355
47966,869366,25.470758271226444
47966,1214227,25.25762143468576
47966,67283446,25.21191222722065
51438,51438,55.0326144105808
51438,586994,29.876280199427853
51438,929585,27.970875917553123
51438,1703910,27.46561128513257
51438,1610057,26.00423858818086
51438,726134,25.484063954729148
51438,1827019,24.501672941605054
51438,1826622,23.90589408767399
51438,1270363,23.832825271931014
51438,1137290,23.690433663306774
53020,53020,57.26909972213403
53020,391668,28.799391762302104
53020,993822,22.642846538558587
53020,384183,21.890491910635998
53020,152579,21.864371987532525
53020,1758272,18.540024556021656
53020,823444,18.304719885888005
53020,1169906,17.357474348507747
53020,1480611,17.190689070231056
53020,684391,16.413651335010012
53080,53080,62.50711498278723
53080,27891,28.921051166278843
53080,539447,25.10922779915903
53080,983159,24.58087725411852
53080,871220,24.27032474730401
53080,1628697,24.01829269757359
53080,1609169,21.895767619454354
53080,809949,21.20795265716712
53080,1418391,21.07971970779645
53080,1012382,20.935939236842948
53190,53190,45.74024264986278
53190,890905,35.4000775928964
53190,1958814,30.321107692335573
53190,422967,28.86712776898921
53190,315873,26.53833283543564
53190,271192,24.622947461106268
53190,1746229,24.071161843319945
53190,616577,23.328996380326124
53190,14359,22.763957697867408
53190,304628,22.45846495159997
55200,55200,63.2326359229021
55200,1945016,25.40898627971346
55200,1585519,22.724960637491254
55200,1949246,21.174075826136626
55200,1841330,20.93131265811372
55200,444871,20.659117110624138
55200,91453,19.913159779552675
55200,1326202,19.492278637987415
55200,1213298,18.818193719376513
55200,359157,18.783380854324772
60202,60202,60.42416611209404
60202,1250057,34.11883399504921
60202,21652,27.61107675641007
60202,1783651,27.49545341264323
60202,337402,27.096083479933768
60202,1172674,23.36473474791588
60202,1663039,23.231592597646756
60202,1919674,22.544679517675014
60202,1639002,21.56923107157823
60202,1213429,21.21895063822517
60947,60947,49.622455540069815
60947,837190,36.04271689168236
60947,181575870,35.47662622964211
60947,1435901,34.051841849078755
60947,331221,33.907982674856115
60947,1963675,33.519348724318235
60947,1681590,33.16525986121081
60947,713290,32.40585097667657
60947,839664,32.393816237109725
60947,923103,32.13242019829501
63310,63310,66.59466116567961
63310,1800386,18.15151356701689
63310,1901476,16.933628138344115
63310,173114,16.862334226468953
63310,261773,16.172874615076015
63310,1109872,16.061579541122644
63310,867830,16.02450421348165
63310,88171,15.88742022367254
63310,34445,15.776849337822206
63310,31180593,15.461681224088506
65686,65686,52.30633545350254
65686,97123,27.067003359032093
65686,1867070,26.110033283234934
65686,1049711,25.744421749780198
65686,1297843,25.57193976214433
65686,45406500,25.29997659265729
65686,938245,24.845409336693574
65686,815297,24.616955673369656
65686,634160,24.512952982668608
65686,982107,23.972668001544353
65796,65796,66.93907144857184
65796,31012,40.040615326976685
65796,1894548,34.905463615201676
65796,1316639,34.7494941942414
65796,1061804,34.52127823190033
65796,907493,32.7249516639859
65796,1104022,32.714087452015626
65796,564674,32.291607306445236
65796,1839211,32.15022374406168
65796,952082,32.058211421879676
67255,67255,71.33933029083062
67255,1306228,23.80241221211404
67255,880032,22.235513787468143
67255,1114158,21.775671431487407
67255,487303,21.242933255750707
67255,615459,19.35442090849371
67255,1883538,19.183043555682424
67255,44410582,19.168878009957787
67255,1247223,18.735555530845865
67255,315836,18.253317465326084
79972,79972,60.21088724584277
79972,1108586,17.865825881075367
79972,1470332,16.797757867393695
79972,1466885,16.21526697969198
79972,119604,15.854325816633049
79972,1692271,15.780920332610364
79972,526651,15.714562835915663
79972,503880,15.584643244159984
79972,983159,15.367553563314614
79972,768764,15.157974168559644
81544,81544,53.75325754404921
81544,527480,17.060868534966993
81544,1619781,14.536730806361573
81544,1686005,14.043086611300234
81544,48523797,14.023787343864827
81544,1199248,12.899639670157974
81544,125098523,12.356491987914634
81544,41657,12.327519649712933
81544,1653863,12.14042642123037
81544,303515,11.32509757331025
84063,84063,45.34552978847971
84063,594515,19.197983955664235
84063,721631,12.975786684390926
84063,118959948,11.597958315234921
84063,615273,11.473552186223097
84063,1136517,11.142517221180864
84063,951805,10.895938722223557
84063,616577,10.802780533050873
84063,715570,10.78455847078044
84063,839441,10.73083664968396
89235,89235,55.47061762120003
89235,1681131,21.41595846726445
89235,1832450,21.27048069945725
89235,854719,16.653098966613193
89235,355924,15.850600991617071
89235,393217,13.587391174536636
89235,1807276,12.801495626266375
89235,1743618,12.137987902238752
89235,1791534,11.593374540125014
89235,701240,11.323626070334056
89749,89749,49.90965784801958
89749,1482029,23.52016682454344
89749,1884070,19.54746239293763
89749,1873146,19.226115259973085
89749,956165,18.192185639854273
89749,1869233,17.691740294527786
89749,201041,17.60847724680855
89749,287103,17.510658043924888
89749,1272938,17.02312438366609
89749,1362835,16.868258425103537
90611,90611,55.00334313745316
90611,765416,26.06155970712193
90611,1184689,22.315830944088802
90611,1039446,22.27260352866364
90611,534445,21.98159529202575
90611,1835935,21.730101417477865
90611,225819,21.5361392787362
90611,751523,21.52944410568473
90611,1763171,20.853988876685047
90611,1476951,20.825976391601753
90791,90791,48.21945409161492
90791,1087177,42.686696418357506
90791,1979210,30.889939601470395
90791,130103,27.79918492115301
90791,850959,26.829162437731494
90791,1071315,24.805099303219063
90791,529534,24.26269901802339
90791,277653,21.028128743259515
90791,509713,20.639053380773717
90791,885748,20.364273907197852
90927,90927,42.359783153108026
90927,1935036,22.864014475994352
90927,346402,22.015573013233208
90927,68167,21.011867377421144
90927,1695633,20.67560413047478
90927,1700319,20.65495487635401
90927,1554866,19.990442471445032
90927,1785256,18.670444793571306
90927,1763592,18.527811034446195
90927,1347915,17.832765183032716
91336,91336,64.78324271208001
91336,487303,35.848781816183
91336,1006468,35.740615674963
91336,545914,35.57217136296797
91336,1247223,34.77064110418777
91336,97049398,33.846358920549264
91336,1114158,32.487727473900684
91336,906128,30.564270459489613
91336,1300598,29.845275799528288
91336,615459,29.393428191339183
91350,91350,46.78774470274621
91350,622399,29.973336171453482
91350,1032947,18.956271457843584
91350,513563,15.701382910551045
91350,1837000,13.546891673814347
91350,1900621,13.054680069503396
91350,156094367,12.605777345314774
91350,722940,12.585991866674814
91350,706745,12.539972766394644
91350,1626208,12.29465338887727
91453,91453,63.20670613412892
91453,639309,31.675969143493067
91453,601466,31.059081754144355
91453,1945016,31.02451251757
91453,413807,27.296569192995143
91453,55200,27.241021376157818
91453,444871,27.10927562582936
91453,359157,26.40011034916252
91453,117134,25.850125712204786
91453,1841330,25.84059310259084
93330,93330,43.00679629148823
93330,1881515,12.10183881547265
93330,142305,11.860452992945296
93330,1474272,11.845064651606046
93330,936815,11.679994799050407
93330,254910,11.27547998210423
93330,1169813,10.191622566165693
93330,476231,10.143301150653453
93330,1227114,10.119157628062927
93330,1705436,10.051867245311149
94004,94004,64.11430981923958
94004,1007291,21.864221365991767
94004,1905805,21.39476552178851
94004,1840180,20.64795375170964
94004,1324005,19.588915648648783
94004,1450722,19.073620381924687
94004,1046862,18.80404161296666
94004,281737,18.269239118546952
94004,246698,18.246427310121035
94004,26470,17.73029479736427
96494,96494,52.39634009673946
96494,172560102,49.537825269038045
96494,1366728,25.058378501099657
96494,1898146,24.750014297366214
96494,509148,24.62273309746377
96494,1892036,23.905058623588783
96494,331744,23.422377965621862
96494,1879785,22.05903424771739
96494,134248,21.191803023731698
96494,1628129,20.81764612412177
101302,101302,46.84665663856961
101302,1050590,17.243515213609967
101302,769101,17.04929627962744
101302,1141880,16.792258792531502
101302,994707,16.34620351469004
101302,461959,15.992621943352585
101302,243457,15.798488703219745
101302,1499787,15.41284567924228
101302,781635,15.184724196337312
101302,572147,14.999440189917573
105132,105132,49.187520810938814
105132,1869233,23.474608731831932
105132,370863,22.360700140222512
105132,875670,22.357681241299325
105132,782124,22.31617745714965
105132,746109,22.03155552451767
105132,201041,21.92557034866336
105132,1905789,21.72003678819839
105132,1272938,21.450657487610897
105132,1834465,21.340451260588924
113526,113526,59.69742286529896
113526,757653,45.898667166671935
113526,1871744,43.454784284243225
113526,879219,40.896024118057
113526,90672,36.667572839625976
113526,994451,35.850429189561595
113526,1039305,35.53861984752341
113526,321936,34.785447384352565
113526,879806,34.6536405487928
113526,1857940,33.11115242623564
121995,121995,73.22126369546885
121995,649164,31.24747478424301
121995,895622,28.987196221387034
121995,922261,28.670652490203906
121995,1860814,27.788358601486788
121995,376258,25.282478572109433
121995,1457066,24.81489409717941
121995,1043315,23.684594105210557
121995,925091,22.965767745872373
121995,1102217,21.74362287964511
122530,122530,50.51495616507185
122530,32908,23.16256296757611
122530,534034,22.260669412799672
122530,1594358,22.181601336602675
122530,1209122,20.82156454761182
122530,690751,20.40832728354805
122530,862701,20.23634561168411
122530,320814,20.231980460425774
122530,405795,19.772090331825034
122530,1804557,19.668153622588754
123653,123653,55.9719713729167
123653,705724,28.146331260763716
123653,1640507,26.452275916507602
123653,148092167,24.330100631270703
123653,1070998,23.70734068967816
123653,509713,21.325418432235704
123653,282592,19.97040264999857
123653,1831395,19.916229850805944
123653,1067453,19.833458928933094
123653,1269843,19.562522599596964
124778,124778,45.009818612402746
124778,1882267,14.119397263160767
124778,96294865,12.02595535795436
124778,1723161,11.575535177485724
124778,95685,10.65811087920368
124778,1538210,10.518899156506544
124778,709491,10.21301645808109
124778,29862148,9.705308036267102
124778,623976,9.656460669710649
124778,1732530,9.586705891745488
127231,127231,52.241177165174896
127231,485657,21.607693673117232
127231,1038304,20.61989568009318
127231,1483559,19.731595563951792
127231,1330871,19.385586821534396
127231,202054,18.952017349829696
127231,611846,18.846681937848853
127231,416867,17.819034810444073
127231,1005645,17.22624901422089
127231,1472164,16.87170856011041
127577,127577,60.30786213748472
127577,1895770,35.58146668607882
127577,788960,35.170293026646064
127577,1475727,34.37496741285075
127577,1703910,33.147868588566965
127577,433240,32.87206275703485
127577,1213683,32.754522629956504
127577,661219,32.36076945060748
127577,1631077,32.04168009699645
127577,887114,31.615516611416407
128186,128186,45.64487058237647
128186,979235,31.866687121845487
128186,473122,29.421909594093123
128186,1663029,29.251101100190862
128186,422161,28.667828919084247
128186,181370,28.10430906245141
128186,510384,27.91536692619215
128186,176582397,27.855813191699376
128186,1446441,27.517237447718774
128186,1803942,27.231875549230057
135147,135147,48.75799453186447
135147,1753520,36.91023795701353
135147,610134,29.499526911629296
135147,798354,29.039946606391496
135147,405121,29.009755570583728
135147,1210542,28.32060792206433
135147,726134,27.98576145468147
135147,1475727,27.52105566154861
135147,383170,27.068267030465652
135147,394116,26.606735775857477
137587,137587,58.61803855591712
137587,1009272,37.650251967380704
137587,135045079,37.650251967380704
137587,253695,33.894747635346576
137587,1429015,33.60147751947274
137587,1093191,30.156444204809628
137587,1735608,29.697715565361136
137587,10271,29.316943108760675
137587,141841,29.20520416295433
137587,875028,29.129899952101173
139594,139594,49.13283672889369
139594,380642,23.918745134151763
139594,1788626,23.24761871674336
139594,306987,19.054280478919424
139594,1568701,18.41181153475906
139594,994707,18.098003387707493
139594,769101,17.990693542450753
139594,243457,17.04287958473339
139594,349744,16.48306056531363
139594,537770,16.377616934640848
142574,142574,41.98959872166572
142574,557648,22.706412253291422
142574,1227114,20.86990594384054
142574,195752,20.121274618949986
142574,1638318,19.006009796682196
142574,887594,18.773032877251644
142574,773823,17.68578346801305
142574,1208642,17.245044710380196
142574,169398,17.191340239190122
142574,1398152,17.020404243171104
143379,143379,58.97731024223884
143379,838233,31.792025924853593
143379,186428,29.889766640866288
143379,125080125,29.0321201584638
143379,1900621,27.73435054898239
143379,324811,25.79154074721059
143379,1605374,24.157600159871578
143379,706745,22.7295990115613
143379,91350,22.03593785362158
143379,1837000,22.024675741217045
144508,144508,46.02578959312517
144508,729546,20.934101381338447
144508,1378773,20.097794740950825
144508,731077,18.394594023490022
144508,1628697,15.589456126527514
144508,1613222,15.313709626851814
144508,1990048,14.660673484475968
144508,1309362,14.450620549186615
144508,693698,14.302211731903178
144508,1418391,14.087361315994476
146960,146960,63.50171111551568
146960,745206,39.422731072468856
146960,1064251,37.55740024468414
146960,1701348,36.710289049950454
146960,1358918,35.42722560690904
146960,1813863,34.381656774404405
146960,1765052,33.806622771924246
146960,1131783,33.68560208026278
146960,176124,33.56829741917807
146960,1516991,33.33610897891145
147488,147488,54.33874150813357
147488,330687,32.37796820733358
147488,709491,19.937839690281557
147488,1436024,15.458751320600665
147488,1780065,15.054433498953529
147488,1738247,14.083940715149252
147488,288990,13.758977306966626
147488,1436590,13.637941389451257
147488,578327,13.571848559674015
147488,952359,13.298419452040696
151821,151821,57.03084348915118
151821,1576450,23.832664263326286
151821,547449,23.29832398935331
151821,1761133,20.819996898305558
151821,653753,20.106762981595274
151821,1879785,19.674299841755623
151821,1195724,18.960327680773887
151821,939288,18.245087455163628
151821,1898146,17.840941721760892
151821,764329,17.79368466468198
158516,158516,43.19366707957047
158516,399102,12.780840881593392
158516,1766429,12.35963108432752
158516,1853341,12.203262497323331
158516,504870,11.778524212051527
158516,1417351,9.641292304562494
158516,242250,9.072271111782609
158516,1684724,8.586517584814636
158516,1413202,8.573965182142755
158516,1333400,8.078225764153437
159823,159823,47.550017230629244
159823,1143110,23.26660070955523
159823,1831511,20.164784129897853
159823,383319,19.79084583151575
159823,839441,19.194820221513027
159823,91828,18.907333061119274
159823,1418805,18.100614941314987
159823,616577,17.964442054320507
159823,701027,17.871733076459122
159823,1462340,17.69394723284274
161143,161143,57.41545686997547
161143,1835935,33.920642586508656
161143,765416,33.7419303321408
161143,901109,32.64795521571624
161143,1671314,32.570862121270125
161143,225819,32.23663027203518
161143,1039446,32.16395908000421
161143,534445,32.10872923228578
161143,1035424,32.07698707571314
161143,1476951,31.49548397803761
163524,163524,62.52465961671923
163524,675615,23.867825677094487
163524,649164,22.279377150914634
163524,1550937,22.223429330274364
163524,121995,21.794470792803942
163524,1211542,20.74484927060434
163524,895622,20.632423298747124
163524,1102217,20.62004128127205
163524,925091,19.885252297909037
163524,922261,19.30224907018575
171499,171499,51.71087692868181
171499,1394167,31.731913761838303
171499,1193924,29.60637547774864
171499,1578749,29.269692907225146
171499,1907705,29.093288714078216
171499,1749018,27.70363291657839
171499,1763171,27.290159345221706
171499,11858,27.232284274776603
171499,1715757,27.170821542228623
171499,296112,26.81428102511797
174675,174675,58.06499531290137
174675,354811,28.73907030621121
174675,353548,24.09839101263545
174675,751632,23.618445460638718
174675,1028021,23.168167644015824
174675,1509783,23.09244483516875
174675,686466,22.577315724032573
174675,1276295,22.17676483323461
174675,1993702,21.899839820534734
174675,1049711,21.843842187375664
175790,175790,48.06492707360214
175790,717481,29.687105548160645
175790,1598222,24.597731565284338
175790,1292810,24.41675891665498
175790,599,24.319702531387364
175790,468835,22.151059837849694
175790,1207163,21.731171602249862
175790,1002719,21.59279379566678
175790,1296654,21.29061308012321
175790,264503,20.538428393261352
176124,176124,66.05527293201101
176124,1140358,41.64898970448317
176124,1516991,39.96876742888029
176124,1064251,37.523299751484224
176124,1131783,37.00540040354925
176124,1358918,36.31964031099142
176124,146960,36.284924099835116
176124,1376469,35.407767460414306
176124,1231396,34.948749708992395
176124,207774,34.899151532093875
179187,179187,50.12765727091792
179187,1732530,13.113191063200498
179187,527480,11.839175774628275
179187,93183735,11.545214796098874
179187,96294865,11.527718702283623
179187,1644513,11.480166745016374
179187,45406500,11.469980418000144
179187,1764004,11.454297743977131
179187,867830,11.328331408731596
179187,507731,11.206359251814563
181370,181370,46.977142312012084
181370,128186,24.675744704863945
181370,473122,21.150834470481264
181370,1446441,20.668843965804527
181370,176582397,20.4031738023412
181370,1824029,19.033327764987053
181370,190879973,18.823917484429934
181370,510384,18.18951158784659
181370,979235,17.687766179219004
181370,504910,17.251608798690913
181784,181784,42.44371539919028
181784,804932,18.285472950819692
181784,1640296,17.35453658380282
181784,225501,17.13416514406549
181784,177474,16.45967899604857
181784,1859206,16.29494213867462
181784,996580,15.906304362230973
181784,262715,15.61953183943038
181784,1017570,15.574841400758295
181784,722951,14.968301990188946
182168,182168,56.842249530775995
182168,1569551,19.345413629853077
182168,1341973,15.783902026525071
182168,1715377,14.541356710128827
182168,1908737,13.061866072466852
182168,677320,13.036854032360035
182168,548774,12.780233483048574
182168,1609169,12.517410787474265
182168,144508,12.249655644749884
182168,1613222,12.12828853500654
186617,186617,49.60823097227136
186617,1566412,17.929432064670323
186617,1096695,17.419512277728884
186617,1120005,16.196977194691293
186617,1934801,15.413269006447795
186617,1769355,15.047486357370374
186617,224112,14.554967741646696
186617,1805945,14.35615796307475
186617,1307902,14.337711207347818
186617,1059717,14.121242682694293
193060,193060,44.42448888764335
193060,1069250,22.442704144535227
193060,388231,9.989607089327203
193060,400907,9.650985196240605
193060,132018,9.534135618021859
193060,679175,9.519689410831226
193060,990122,9.256009889713765
193060,130600,9.250971919938683
193060,600234,9.126543794045267
193060,1129902,9.053583317326327
194067,194067,54.70089343356467
194067,531871,31.53730032493587
194067,1152215,27.323372947906776
194067,302099,24.41028190068762
194067,1374934,20.043674143506728
194067,643640,17.643683555277462
194067,1831274,15.932794357146731
194067,345194,15.878534045967507
194067,554818,15.875568025345435
194067,1431651,15.738433713425266
195752,195752,41.5056123128704
195752,1333400,14.866306305089536
195752,699381,13.848328982640341
195752,1227114,13.634658319329851
195752,557648,13.565614862811511
195752,887594,12.749041431829472
195752,1969450,11.63957756780643
195752,1834465,11.582976550711527
195752,1942179,11.312894047839361
195752,421164,11.038939565654873
197746,197746,51.8014073035264
197746,1000768,29.07937229549268
197746,1528551,23.61071724526486
197746,1924975,22.45593293955421
197746,781949,22.293926958004874
197746,769101,20.050790251265237
197746,987161,19.294593051321474
197746,1857401,19.059850456745465
197746,1845348,18.922891070612714
197746,1141880,18.89703508359249
198387,198387,44.898826764475615
198387,1867627,19.6949129982448
198387,507731,16.041132422718682
198387,1471864,16.025088336567563
198387,317350,15.286546916422017
198387,1067453,15.213390582515563
198387,511990,14.91025169492317
198387,1218308,14.424029695902426
198387,799736,14.060788747948518
198387,1005101,13.743035363130307
201545,201545,51.50743863334211
201545,1482029,19.723336782292726
201545,790026,19.023602999276548
201545,1114727,19.004279681152024
201545,1989074,18.90813719377652
201545,1659381,18.331224110218674
201545,998791,18.299299128934024
201545,1553323,18.025027934138667
201545,956165,18.004339566449886
201545,481892,17.96576701666539
206286,206286,52.756361954978374
206286,1934801,23.615109969414878
206286,1947974,20.005094800648
206286,1175965,18.171158183690228
206286,16072,18.064146747617432
206286,1954048,17.96257989867016
206286,1665633,17.53282672126823
206286,1864332,17.23542913637162
206286,1373058,17.187806516334273
206286,1250363,16.771440850539605
211215,211215,53.41920932169065
211215,757046,34.266440546823766
211215,1435570,28.124379470614173
211215,1048845,26.741513699021958
211215,539360,26.6906212433076
211215,1164624,25.20360013295217
211215,1905805,25.154930346397855
211215,1840180,24.67290646511459
211215,1831395,22.997589641663414
211215,16726,22.970643766712488
212098,212098,63.521816598317855
212098,725224,34.74294125083294
212098,514162,34.220708932095874
212098,128161,34.150363543343616
212098,304499,33.431792340661985
212098,1293755,32.12184817631498
212098,930662,29.446460272344762
212098,1377254,29.229030493779305
212098,465795,28.847049537324576
212098,760007,28.71733752977561
213931,213931,54.27171510893616
213931,1569468,27.237105086433417
213931,1414238,22.576908527922317
213931,1611825,21.01300011657257
213931,1948847,19.112209081237108
213931,276947,18.890660412549643
213931,1617498,18.842032142180642
213931,372941,18.8110584094686
213931,787513,17.913872655556897
213931,73830580,17.36768201881447
218898,218898,52.093930545599505
218898,817874,25.22231774896872
218898,88875598,22.199119297561392
218898,326620,21.810012685450502
218898,106471,21.698540294966907
218898,1509910,21.6832997174499
218898,1490348,21.58591222210323
218898,1932465,21.511117717014123
218898,959413,21.342860291281625
218898,643909,20.985843158070768
219225,219225,45.53611518964222
219225,1886356,27.325748949523078
219225,1290730,24.645650692814932
219225,1275107,22.862191824197534
219225,715570,20.477413635048357
219225,1800825,20.06254504919404
219225,1136517,20.038147971715297
219225,13656,19.94048767779385
219225,1714221,19.531340654934628
219225,497324,19.365431284190922
226270,226270,52.17286085147926
226270,798935,41.90850136611308
226270,386929,35.98757396999129
226270,433120,33.37669848040622
226270,1940266,27.983124205068698
226270,1892742,27.80003920052949
226270,1763701,26.98592970797834
226270,1154981,26.97058038924339
226270,1510498,25.997551702743092
226270,114551190,25.36306500584541
226757,226757,48.16747652188842
226757,476231,32.95692526328449
226757,1526467,29.421746165219684
226757,1650341,25.549431687987013
226757,564334,25.191646156244094
226757,332350,24.389245574416105
226757,1846280,24.373197143933982
226757,1900466,24.186764779130158
226757,1507040,23.73441887709411
226757,254910,23.45352179018955
232986,232986,61.22781440590652
232986,1491022,19.05693711643649
232986,1559215,16.716005310541306
232986,975797,16.352169854705295
232986,1300072,16.010486562974123
232986,1216982,15.320209379416818
232986,282972,14.759909234885972
232986,651925,14.649813540536435
232986,593214,14.536075735119965
232986,1141333,14.41816076997491
234348,234348,32.632306979979525
234348,1780065,10.656036207008023
234348,1535586,7.33765179272354
234348,42052,6.964456642909358
234348,17843,6.544923478917017
234348,225501,6.335310149355246
234348,262715,6.249631185692588
234348,1675748,6.120635195048681
234348,1208473,6.021345441872512
234348,1945428,6.001100192165271
235169,235169,67.11599288840341
235169,662142,26.97771306074718
235169,1525131,25.73224908541825
235169,1204394,25.151781654857267
235169,1406988,25.124316345831794
235169,758530,24.62382104348252
235169,1029775,24.44262247159729
235169,1910104,24.339332351084142
235169,1462333,24.15057110591893
235169,1004552,23.694139414350662
241174,241174,66.08529772918219
241174,491665,40.582625435613664
241174,1064706,38.43941711444018
241174,1414007,38.06613869733759
241174,1025153,37.03426763080236
241174,44360,36.52896596627368
